x;x;x;wb;x;234;;234;x;x;;;;x;x;t;x;x;x;x;x;x;x;a;x;x;x;;x;x;x;x;x;a;x;x;x;x;x;x;x;d;x;d;x;;x;;x;p;x;x;x;;x;236;;236;k;;x;x;x;x;x
x;x;x;;x;;;;x;x;;;;x;x;;250;;;;x;x;x;;;h;x;;;;p;224;;224;224;;d;;;;pa;;x;;x;;;;x;;x;;x;;x;;236;;236;;x;x;x;x;x
x;x;x;l;x;x;x;x;x;x;;222;;x;x;250;;;;;x;x;x;d;x;x;x;;x;x;x;;;;;224;x;x;x;x;x;x;x;;x;x;x;x;x;;x;sw;x;d;x;x;x;d;x;x;x;x;x;x;x
x;x;x;;207;;207;;l;;222;;222;;s;;250;;;250;x;x;x;;213;;x;;;pi;x;;;;;;x;x;x;;x;x;x;;;;pa;;;;;;x;;235;;235;;x;x;x;x;x;x;x
x;x;x;207;;;;207;x;x;x;d;x;x;x;x;x;x;x;p;x;x;x;213;he;;x;x;x;x;x;x;x;x;x;x;x;x;;;;x;x;;x;x;x;x;x;x;x;x;x;235;;;;235;x;x;x;x;x;x;x
x;x;x;;;k;;;x;x;x;;;;x;pa;;;x;;;;d;;213;;x;;;sw;;;;;;;d;;259;k;;;x;;x;x;x;;;;x;x;x;;;;;;x;x;x;k;;;x
x;x;x;207;;;;;x;x;x;x;x;;x;x;x;;x;x;x;x;x;213;;;x;;x;x;x;x;x;x;x;x;x;x;;259;;x;x;;x;x;x;241;;k;x;x;x;;;;;;x;x;x;x;x;sw;x
x;x;x;;207;;;;x;x;x;x;x;;;fp;;;;;;h;x;;;;x;;x;x;x;x;x;x;x;x;x;x;x;;x;x;x;;pi;;s;;241;;x;x;x;;;;;;x;x;x;x;x;;x
x;x;x;d;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;;x;x;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;t;x;x;x;x;x;x;x;x;x;x;x;x;x;l;x;x;x;x;x;x;x;x;x;;x
x;;251;;d;;x;;255;;d;;x;x;x;x;x;;wb;;x;;228;;l;;;;x;;;;x;x;x;;;;x;;;;;pi;;;;;sp;;;;;;x;;;;263;;d;;x;;x
x;;;251;x;;x;255;;255;x;sp;x;x;x;x;x;;x;x;x;;;228;x;x;x;;x;;;254;x;x;x;a;x;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;;;;;263;x;;x;;x
x;he;;;x;;t;255;255;k;x;;d;;211;;x;;x;x;x;;;;x;x;x;;x;;254;;x;;;217;x;;x;;x;k;;;281;;s;;227;;x;k;;;x;;;;;;x;;x;h;x
x;;;;x;fp;x;a;x;x;x;x;x;211;he;;x;;x;x;x;k;;228;x;x;x;fp;x;x;x;d;x;;;217;x;x;x;;x;;;;;281;x;227;;;x;;;243;x;263;;;;;x;;x;;x
x;;;;x;;x;284;;;x;;d;;211;;x;;x;x;x;;228;;x;x;x;;x;x;x;;x;;217;;d;;;pa;x;;;;;;x;;;;x;;243;;d;;263;;;;x;;;;x
x;x;x;x;x;;x;284;;;x;;x;211;;211;x;;x;x;x;x;x;d;x;x;x;;x;x;x;;x;;;217;x;;x;x;x;281;;;;;x;x;x;x;x;;;243;x;x;x;x;x;x;x;x;x;x;x
x;;;;;;x;;284;;x;;x;;211;;x;;;pa;;;x;;x;x;x;;x;x;x;;x;;;;x;;;;d;;281;281;;;x;;pa;;a;243;;;x;;d;;216;;x;;;;x
x;h;x;x;x;x;x;d;x;x;x;s;x;d;x;t;x;x;x;x;x;a;x;;x;x;x;;x;x;x;a;x;x;x;x;x;x;x;x;x;x;x;p;x;x;x;d;x;x;x;x;x;x;x;;x;216;;;x;;x;;x
x;;a;265;;;265;;x;x;x;;274;;x;;231;;x;;;258;x;sp;x;x;x;;x;he;;212;p;;x;;s;;268;;x;;;218;x;pa;x;;237;;x;;262;;d;;x;216;;;x;wb;x;;x
x;;x;;;;;265;x;x;x;274;;274;x;231;;231;x;258;;;x;;x;x;x;pi;x;212;;;x;;x;;x;268;;;x;;;218;x;;x;237;;237;x;;;262;x;;x;a;x;x;x;;x;;x
x;;x;;;;;;x;x;x;;274;;x;;231;;d;;258;;x;;x;x;x;;d;;212;;x;h;x;;x;;;;x;;218;;x;;x;;237;;x;;;;x;;x;219;;219;a;;x;sw;x
x;stu;x;;;265;;;x;x;x;x;x;d;x;s;x;x;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;;x;268;;268;x;x;x;d;x;;x;x;x;d;x;x;x;x;x;x;x;;;;x;;x;;x
x;stu;x;;265;;265;;x;;;;223;;x;;x;;;;;;x;;;pi;;;;;;;pi;;;;x;;268;;s;;238;;l;;x;x;x;;x;;d;;206;206;p;219;;;x;;x;;x
x;x;x;x;x;d;x;x;x;223;;;k;223;x;he;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;d;x;x;x;238;;238;x;x;x;x;x;;x;;x;206;;;x;x;x;x;x;;x;;x
x;;230;;d;;277;;d;;223;;;;x;;x;;;;;k;x;;;;l;;260;;260;;l;;x;x;x;;x;x;x;;;238;a;271;;;x;pi;x;;x;;;;x;;;;x;;x;;x
x;;;230;x;277;;277;x;x;x;x;x;x;x;x;x;;;226;;;x;;x;x;x;260;;;;260;x;;x;x;;220;;x;x;x;x;x;x;271;;;x;;x;;x;;;206;x;253;;;x;;x;;x
x;;230;;x;;;;x;;pa;;a;267;;;x;;226;;226;;x;;;;x;;;;;;x;;s;;220;;;k;x;;;;l;;271;;x;;x;pa;x;;206;;t;;253;;x;pa;x;;x
x;x;x;d;x;;;277;x;;x;x;x;;;267;x;x;x;d;x;x;x;x;x;;x;k;;260;;;x;;x;x;;;;x;x;d;x;x;x;x;x;x;x;;x;;x;x;x;x;x;253;;;x;;x;;x
x;;;;x;;277;;d;;x;x;x;;267;;d;;233;;233;;x;;;;x;;260;;260;;x;;x;x;x;;x;x;x;;248;;t;;;;x;;;;x;;280;;l;;253;;x;;x;;x
x;;x;x;x;x;x;x;x;;x;x;x;x;x;x;x;233;;233;;;x;sw;x;x;x;x;x;d;x;x;x;x;x;x;x;x;x;x;x;248;;248;x;x;x;x;x;x;x;x;x;;;280;x;x;x;x;x;x;x;fp;x
x;;x;k;;;;;x;;x;;;;;he;x;;;;;;x;;x;;;;214;;x;;;;;;l;;;;x;;;;x;;247;;l;;;;x;;280;;d;;;;;;;;x
x;sw;x;245;;;;;x;wb;x;;;;;229;x;233;;233;;;x;;x;;;214;;214;x;;x;x;x;x;x;;;;x;248;;248;x;;he;247;x;x;x;l;x;x;x;x;x;x;x;pi;x;x;x;x;x
x;;d;;245;;;245;p;;x;;;;229;;d;;233;;233;;x;;x;;214;;214;k;x;wb;x;;;209;p;;;;d;;248;;x;;;;x;;210;;x;;;;sw;;x;;t;;282;;x
x;;x;x;x;a;x;x;x;x;x;x;x;x;x;x;x;x;x;d;x;x;x;x;x;x;x;d;x;x;x;;x;;;209;x;x;x;x;x;x;x;t;x;x;x;x;x;;;210;x;t;x;x;x;x;x;x;x;282;;;x
x;;x;pa;x;256;;;;;x;;;sp;;;x;x;x;;x;x;x;;272;;l;;x;;;;x;;209;;l;;246;246;a;;x;;215;;x;x;x;k;210;;t;;276;;x;;232;;d;;282;;x
x;;x;;x;;;;;k;x;;x;x;x;;x;x;;264;;x;x;272;;272;x;;x;l;x;x;x;209;;209;x;246;;k;x;;x;215;;;x;x;x;x;x;x;x;276;;;x;232;;232;x;x;x;x;x
x;;;;x;;;;;;x;;pi;pi;x;;p;264;;;264;;d;;272;;x;h;x;;269;;t;;209;;x;;246;;x;sw;x;;;;x;;;;;;d;;276;;x;;232;k;x;x;x;x;x
x;x;x;;x;;;;;256;x;x;x;;x;x;x;x;;;;x;x;x;x;x;x;;x;269;;269;x;x;x;x;x;t;x;x;x;;x;x;x;x;x;sp;x;x;x;x;x;x;x;x;x;d;x;x;x;x;x;x;x
x;wb;;;x;;;;256;;d;;;;x;x;x;x;x;x;x;x;x;pa;;;;;l;;269;;x;pa;;;;;;pa;x;;;;;;h;;;;;;fp;;;;;;x;x;x;x;x;x;x
x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
