x;;;69;x;x;x;41;;41;x;x;x;x;x;;x;x;x;d;x;a;x;fp;x;x;x;x;x;x;x;;x;t;x;x;x;x;x;x;x;;;;x;;x;51;;51;x;x;x;x;x;;x;;x;x;x;x;x;d;x
x;;;;x;;s;;41;;x;;;;x;;x;;34;;34;34;x;;x;;;;;;x;;x;;x;;;;;;x;66;;;x;k;x;;51;;t;;;;;;x;;x;;fp;;;;x
x;;;69;x;stu;x;x;x;d;x;82;;;x;;x;;;34;;34;x;x;x;;;;he;;x;;x;;x;;x;x;x;;x;a;x;x;x;x;x;s;x;x;x;;x;x;x;x;x;fp;x;;x;x;x;x;x
x;;69;;x;stu;x;;;;x;;82;;x;;x;;k;;34;;s;;x;;;;;;x;;;;x;;x;stu;stu;;d;;d;;60;;x;;x;;;;x;;;;x;;x;;l;;39;;x
x;x;x;d;x;x;x;;x;x;x;d;x;x;x;;x;x;x;x;x;x;x;;x;13;;k;;13;x;x;x;x;x;d;x;x;x;d;x;;x;60;;60;x;;x;;x;x;x;31;;;x;;x;x;x;39;;k;x
x;;61;;x;;;;x;;;;;;pi;;;;;pi;;;;;x;;13;;13;;d;;;pi;;;x;x;x;;x;;x;;60;;x;;x;;;;a;31;31;;x;;;;d;;39;;x
x;61;;61;x;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;;x;x;x;d;x;x;x;x;x;x;x;x;x;x;x;x;x;;x;x;x;x;x;a;x;t;x;x;x;d;x;l;x;x;x;x;x;x;x;x;x;x;x
x;;61;;x;;;;a;19;;;19;;d;;64;;x;x;x;;t;;87;;d;;x;x;x;x;x;;;;;;x;;;;x;x;x;81;81;;81;81;p;;78;;x;;a;65;;;x;x;x;x;x
x;l;x;x;x;x;x;x;x;;;;;19;x;64;;64;x;x;x;;x;87;;87;x;t;x;x;x;x;x;;;;;;x;;x;;x;x;x;81;;81;;;x;78;;78;x;;x;;;65;x;x;x;x;x
x;;x;fp;x;;;;x;;;;;;x;he;64;;d;;;;x;;87;;x;;49;;;;x;;;;;;x;k;x;;x;x;x;;81;;;;x;;78;;x;;x;;65;;d;;73;;x
x;sp;x;;x;;k;21;x;19;;;;19;x;x;x;x;x;x;x;l;x;l;x;x;x;49;;;;;x;;;27;;;x;x;x;p;x;x;x;l;x;x;x;x;x;x;x;d;x;a;x;x;x;x;x;73;;;x
x;;x;;x;;21;;t;;19;;19;;l;;10;;s;;84;;84;;x;he;x;;;k;;49;a;27;27;;27;27;a;23;;23;x;x;x;;x;x;x;;;;x;;x;59;;;59;;d;;73;;x
x;a;x;t;x;x;x;x;x;d;x;x;x;x;x;10;;10;x;84;;84;;84;x;;x;;;;;;x;x;x;s;x;x;x;x;;;;x;x;;x;x;x;;;;x;;x;;;;;59;x;73;;;x
x;11;11;;11;;x;;a;29;29;;x;;p;10;;;x;;;;;;x;;x;;;;;;x;pa;x;;72;;d;;23;;;23;p;;x;x;x;;;;x;;x;;;;;;x;;;;x
x;;;11;;11;x;x;x;29;;29;x;;x;;;;x;;;;;84;x;;x;x;x;x;x;x;x;;x;72;;72;x;x;;;;x;x;pi;x;x;x;67;;67;x;;x;x;x;x;x;x;x;x;x;x;x
x;;;;11;;d;;a;29;29;;d;;x;;;k;x;;;;84;;t;;;pi;pi;;;;;;x;;;;x;x;x;;x;x;x;;;;l;;67;;d;;;;;;;;sp;;;pa;x
x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
